,pred,raw
31681,6,8
19469,7,8
47666,1,2
44589,6,8
44970,1,4
21485,7,8
34318,7,8
26621,5,2
40142,5,5
14569,1,1
3839,7,1
29487,8,8
14763,2,1
47554,3,5
7350,1,4
29952,8,8
28037,6,1
29811,8,8
55896,6,7
35836,8,1
8826,7,1
34111,8,8
4224,4,5
43894,8,8
38205,1,1
58697,5,6
54630,4,5
7672,7,6
36801,8,8
49108,7,8
790,6,6
5319,6,6
44770,8,8
55783,8,2
48194,8,8
36419,1,6
28435,1,2
18032,8,1
33343,8,2
52972,8,8
30138,8,8
45043,6,7
58956,1,1
16154,6,1
58806,1,5
6061,1,5
30839,6,6
58268,5,1
8868,1,6
50457,5,6
52801,5,6
36477,3,2
15110,7,6
8942,7,6
43381,5,6
56026,5,7
9132,8,8
52282,3,5
17229,1,3
44685,8,8
33579,6,2
41186,5,5
28096,8,8
40614,8,7
34821,8,8
1466,3,2
35251,2,4
16779,7,1
24817,8,8
17293,8,8
19314,8,5
53678,6,5
21613,5,1
2570,5,6
17668,8,8
6721,8,8
15240,1,2
42556,4,5
51742,6,7
24291,5,1
8870,8,7
39588,8,8
36200,8,4
58126,8,8
17854,1,3
35124,8,8
7218,8,8
12501,1,3
12699,2,4
433,5,2
52339,8,8
40509,6,7
5650,6,6
53093,7,8
30736,1,1
19935,4,5
27077,7,8
2224,7,7
25647,8,8
11625,6,6
22354,8,8
46888,3,3
39254,8,8
2870,6,4
9079,7,8
8518,8,8
47097,8,8
58681,6,7
43753,5,6
42883,4,1
50497,4,6
29618,7,8
47631,8,6
44708,6,8
26235,6,8
17385,1,2
21948,3,2
29376,4,7
26465,8,5
57527,3,1
58412,1,6
38383,6,7
11019,6,7
25613,6,7
7569,7,6
55832,5,5
14032,8,8
50516,8,8
1990,6,6
55141,2,1
53219,6,6
57149,6,6
21014,5,8
13091,8,6
27490,4,5
18110,7,6
17004,1,1
28108,7,6
21265,6,7
22072,6,6
12756,7,8
7677,8,8
9011,7,8
16518,4,1
19754,8,7
39337,3,3
29886,3,2
14581,5,6
5567,6,1
32940,8,8
24945,6,7
15613,7,7
43054,7,6
17470,6,1
53453,1,1
51771,8,8
40055,7,6
16544,3,5
21061,8,8
53906,6,8
41722,7,7
36002,8,8
29080,8,7
41122,5,2
29562,5,7
16851,8,6
43484,3,6
2581,8,8
7422,2,1
21204,7,7
13623,8,7
26735,6,1
11090,2,6
45624,8,8
28009,4,5
4555,8,8
55081,6,6
46652,8,8
42655,5,5
34849,8,8
32108,4,6
57180,6,6
50353,4,5
14869,6,8
37925,3,6
5589,2,2
19362,4,1
11139,8,8
53164,3,1
25710,8,8
2482,1,3
45441,5,7
6762,7,7
5248,5,1
57862,6,8
8011,8,8
36908,5,1
35581,7,7
32580,5,6
57248,3,5
8166,1,6
55575,6,7
40774,7,8
16042,5,6
2668,1,1
6409,8,8
28534,8,7
42742,2,2
17304,7,6
49186,6,6
10567,8,8
29416,7,8
9020,1,3
52856,8,8
21445,3,2
56368,6,6
50062,8,8
49275,5,7
46593,7,8
48621,5,1
47432,7,7
20010,6,6
2503,7,6
41035,8,8
25620,8,8
40881,7,8
37259,1,2
26643,8,1
3021,7,8
6878,6,8
30683,8,8
7026,6,6
5073,7,7
36656,8,8
45262,1,3
729,8,5
41914,1,1
16797,8,8
41019,7,6
44555,8,8
23404,3,2
1386,6,6
3382,1,3
44338,4,1
18473,4,7
14117,8,8
19878,2,5
54958,7,2
5516,8,8
3694,1,1
4209,8,8
31157,5,2
50242,7,8
38221,8,8
3880,8,8
392,6,7
56934,2,1
30101,7,6
18199,6,2
23085,6,2
45478,2,4
5361,4,2
54258,8,8
49354,5,1
38500,4,8
11868,6,8
7346,3,2
29274,5,7
4727,7,8
49289,6,6
5389,7,6
58762,5,5
38052,8,8
11916,1,2
14095,8,8
24001,2,3
34969,5,2
56458,8,8
1586,5,6
43071,7,1
49776,5,7
31915,7,8
41428,5,2
39181,8,7
24632,7,7
18836,5,2
23422,3,5
35798,8,8
14318,4,1
38469,3,5
24884,8,8
18972,8,8
32663,7,8
21955,3,2
44343,7,7
22696,8,2
21279,6,8
3726,8,8
21294,6,1
53084,7,8
18165,5,5
53550,3,6
38550,8,8
24402,7,7
9584,6,8
39833,7,8
37950,8,8
4605,4,5
13604,8,8
11884,5,8
2976,4,2
17156,6,6
19654,8,6
14875,6,7
18204,6,6
48839,6,6
10685,6,6
47510,8,8
20738,6,1
52959,8,8
46243,4,2
21269,7,1
23065,1,1
38112,5,7
30881,8,8
35612,8,8
3667,8,8
6680,6,7
50581,6,8
29164,5,8
48853,7,8
8621,4,6
12308,5,6
52083,8,8
51610,7,7
5379,7,7
46711,4,5
28473,3,2
54235,8,6
13079,8,8
16027,7,7
25188,2,6
19941,8,8
31149,6,7
27024,3,7
14959,8,8
4687,6,2
44931,1,2
15576,8,8
31689,5,8
19111,4,1
9942,2,2
14740,8,7
15574,3,4
22669,8,8
19233,6,6
11617,8,8
3272,6,8
4516,7,7
16600,8,7
8851,1,2
4056,5,5
7221,7,7
11199,4,6
50835,8,8
16102,1,3
25575,1,2
6255,4,6
32294,3,2
26998,1,2
9747,8,8
53910,6,4
40960,8,8
30821,8,8
32105,8,8
46779,2,2
37428,6,6
32284,7,7
53583,8,6
18650,7,8
16157,8,8
48946,5,7
20070,5,7
35861,8,7
39521,8,8
6610,7,7
12378,8,8
34421,2,2
13523,7,6
42319,1,5
20566,6,7
2429,5,2
19906,6,8
20194,2,4
13779,7,5
50340,1,2
45087,1,8
51367,8,8
27918,8,8
23607,7,8
44485,7,8
12311,3,6
40835,3,2
40941,5,7
51701,3,6
27528,3,2
51046,7,8
24567,5,1
1213,6,6
43823,8,8
12409,3,4
5809,5,5
33754,3,5
28050,2,2
4629,7,8
52670,6,8
28128,8,8
52556,1,2
8162,6,6
11381,8,7
35271,1,3
32730,4,6
34040,6,6
22786,1,2
11511,5,6
8204,3,1
30953,4,5
29658,8,8
33904,2,1
6870,4,1
43760,8,8
8319,7,6
54985,3,6
21426,1,4
42143,8,8
39834,8,7
56505,8,8
16021,7,8
4125,4,5
34696,8,8
30304,1,1
18944,8,8
15537,7,6
49265,4,5
59055,6,2
18278,5,2
47057,5,6
55274,5,6
24233,5,7
12876,8,8
11103,5,6
57174,8,7
28372,6,8
52904,1,2
7715,3,4
9374,7,8
6674,7,6
36106,8,8
31807,7,7
47232,1,2
53240,7,7
19363,5,1
48101,2,2
49581,8,8
15142,7,1
38513,8,3
24358,7,7
9828,8,8
37404,1,3
39612,1,2
58972,8,6
28093,5,5
53116,1,2
24583,8,8
10564,8,6
13667,1,1
1149,1,1
46186,2,6
40824,5,8
39396,8,7
19774,3,6
44471,1,3
16987,5,5
12227,8,8
25385,8,8
24951,2,7
13588,6,5
697,7,5
16758,3,2
37413,5,8
15201,8,8
17819,7,6
6547,8,8
44032,8,8
14736,8,8
55098,8,8
9542,5,6
7621,8,8
40773,5,6
19954,3,5
21995,7,8
18718,6,6
46069,2,6
37761,6,8
38809,6,8
32861,5,5
12798,8,6
30657,4,5
53690,3,4
49285,6,6
46616,3,6
41557,5,6
51244,5,6
27911,8,8
28703,7,6
11290,7,8
48580,8,8
32413,6,6
32929,5,7
13171,6,7
13463,8,8
56595,7,7
57245,8,8
526,8,2
58105,8,8
58566,7,8
41950,6,1
54588,3,2
3986,2,5
38105,6,7
38522,2,1
15133,8,8
28966,6,8
37973,6,1
48648,8,5
38250,8,8
18901,7,8
47336,6,7
6886,8,7
4922,5,6
54794,6,8
20265,7,8
1783,6,8
23973,8,8
52965,6,6
14442,8,8
6723,6,6
23408,1,1
32059,6,7
36591,8,8
37131,6,6
21009,7,8
9891,8,1
37120,8,8
58065,1,6
58717,5,6
57135,4,7
11624,5,6
15723,7,8
31829,7,7
51513,2,2
50427,4,1
24143,8,8
48341,8,7
12209,3,5
21879,4,5
49425,1,1
40111,4,2
35854,4,6
27699,1,1
28727,8,8
26149,8,7
42416,4,6
13130,5,6
3515,7,7
13178,8,8
31511,8,2
44567,7,7
26852,5,8
54931,8,8
56580,5,2
54555,5,2
10998,5,8
13335,2,5
45290,1,5
42175,2,6
32588,8,6
52534,7,8
27524,2,7
42001,7,8
59012,2,5
15562,5,7
18441,7,7
4622,4,2
51884,8,8
22004,5,7
32977,6,7
39230,8,8
40522,8,7
44071,6,6
37057,2,6
55108,8,6
3889,8,1
16302,4,6
19931,1,2
12713,6,7
58487,8,8
23602,7,8
9758,7,6
44323,6,6
12706,5,1
49060,8,8
50420,7,8
48833,4,7
54250,3,2
41833,4,2
47809,7,8
47425,5,8
230,8,7
7411,8,1
52132,7,8
29680,5,1
34516,7,8
44283,8,8
31404,6,6
40634,8,8
29749,5,8
57676,7,1
29227,8,8
31078,4,5
19900,8,8
17339,7,1
56018,8,8
16678,6,8
18497,1,1
52747,8,7
23786,8,8
20305,2,6
9711,6,6
24826,4,5
53543,2,1
15463,6,7
7675,7,6
24911,6,6
19555,8,8
6925,8,8
17772,1,5
13517,5,6
31342,5,2
43789,8,8
43773,3,3
1578,5,6
19604,7,1
33597,4,6
31072,5,5
1431,8,8
1235,5,2
5523,8,7
26091,2,4
4098,4,2
48124,5,8
55430,8,8
6253,4,1
40526,8,8
33797,8,8
24691,8,6
6611,3,5
28222,8,7
56866,4,7
31153,8,8
5419,7,8
9026,1,1
47387,8,7
57305,5,6
42479,6,6
25797,6,1
6711,2,5
13535,8,8
32012,6,6
37190,6,7
3334,6,6
13274,2,6
8936,6,8
3850,7,1
4040,4,2
8158,4,5
46691,4,1
19465,8,7
45399,3,6
32948,7,5
31018,8,8
22814,7,6
50567,6,1
42412,6,8
17771,7,6
42504,7,8
32910,3,2
29441,8,8
54162,5,6
20897,8,8
26530,1,1
18769,7,8
5996,2,6
57384,6,1
27738,8,8
34657,1,1
46709,7,7
25335,4,6
4908,8,8
9402,8,8
25897,1,1
39698,5,6
1095,6,7
34681,3,6
4925,7,2
23940,6,6
40972,8,8
10941,4,6
51162,4,1
49379,8,8
45215,4,6
39076,8,1
36189,5,6
45855,7,7
23573,8,8
24663,8,8
34312,1,5
47861,2,5
41892,6,7
43807,8,8
48934,7,7
7895,4,5
22183,6,7
57114,5,6
53040,6,6
6562,8,8
8311,4,6
56141,1,6
19778,6,6
44246,7,8
2414,8,8
38715,6,7
58682,2,4
34716,1,3
50649,8,8
31570,8,8
52526,6,7
32146,5,6
18053,8,8
24021,8,7
24256,2,2
51650,5,6
40579,8,8
40331,4,6
10233,2,2
276,8,7
5760,2,1
46274,7,2
23942,7,8
5062,5,6
17527,8,8
15284,8,7
4937,5,3
11009,4,7
30806,6,2
30326,3,6
7687,8,8
49530,8,8
55985,7,8
35060,8,8
18546,6,7
39911,3,5
58080,8,7
28657,3,5
47316,5,2
15607,7,7
5665,8,8
40359,8,8
54010,7,8
56832,5,8
26928,8,8
33864,3,5
48884,3,6
43836,8,8
48161,8,8
46831,4,2
16110,8,8
37048,4,2
8602,6,8
35175,6,7
55642,4,4
37642,7,7
5140,7,8
28193,8,8
51511,5,1
56246,8,8
41454,6,1
19510,8,6
8254,3,7
19705,8,8
51418,4,1
6928,2,3
7347,7,8
57128,6,6
51441,6,1
49784,2,6
52388,7,6
19586,1,1
39693,2,3
5166,6,6
3752,8,8
9366,8,8
3336,8,8
26153,5,7
5854,5,5
691,7,8
51962,7,2
18538,8,8
45727,1,5
32937,6,7
20329,3,6
25067,8,8
55878,8,7
14530,7,7
1976,7,8
11161,5,6
5943,1,2
40154,8,8
9530,7,7
15124,6,7
16039,3,6
52969,5,6
9919,7,1
18576,1,5
42732,8,8
44255,6,8
52067,5,8
50765,6,6
20458,6,5
33483,7,8
38171,3,6
24499,1,1
9082,8,8
46820,8,6
12561,8,8
25457,7,7
13140,2,2
32689,8,8
20874,5,5
23609,4,6
4024,5,6
46430,7,8
16946,1,2
46978,4,6
9745,1,5
38217,6,2
31698,8,8
2616,8,8
42535,1,2
9465,6,7
6305,5,6
19475,5,8
3481,8,8
36689,7,8
40019,5,6
40493,7,8
19047,6,6
47294,6,7
10616,7,8
287,2,1
44015,3,5
43260,8,8
33686,3,5
16755,8,8
57836,7,8
22774,8,8
23391,3,2
18579,8,8
49612,5,5
36924,5,2
52229,7,8
29293,8,8
53994,7,2
51989,8,8
55061,7,8
36569,6,8
31749,8,7
10136,5,6
42518,5,1
32803,8,8
7799,4,6
57843,1,2
28790,7,6
58024,4,2
2415,6,6
11647,1,5
21905,6,6
21282,2,4
40845,6,7
56604,8,8
47047,6,7
9427,8,8
2282,2,2
31283,6,7
18736,6,5
29641,1,1
57824,1,1
45733,4,7
21845,8,8
39357,2,4
39415,7,8
12602,8,8
44812,8,8
54790,5,7
59256,2,3
30256,5,2
36170,8,8
11252,3,1
30874,8,8
39423,1,3
16636,5,8
45555,6,6
59347,4,5
17285,1,5
58694,8,6
6771,6,7
58783,6,7
50443,5,3
41025,3,5
42204,5,2
8267,6,6
18489,6,6
42297,5,6
14294,8,8
56000,7,8
30660,6,2
26327,6,6
55379,8,6
34352,2,5
40911,8,8
40157,8,5
13970,7,7
30078,8,8
8979,8,8
30237,3,2
6491,3,2
54029,6,1
50225,7,8
11355,7,7
23168,2,1
25180,1,6
2162,6,2
30832,6,6
49897,8,7
43530,3,2
14099,6,7
37436,6,6
51649,7,8
16689,5,1
52218,2,1
17257,4,5
12887,1,4
31097,6,2
49698,7,6
51681,6,7
51928,5,7
55183,8,7
46973,6,5
40137,8,6
26286,8,8
49995,4,6
10906,8,8
50407,1,4
53003,8,8
20147,7,6
3137,8,8
8924,6,6
2842,4,8
46671,6,6
43232,1,2
35086,8,8
8785,8,8
51443,1,1
43948,8,8
30367,8,8
6258,5,5
17802,6,6
48956,1,1
11359,8,8
29332,4,1
51859,2,4
23123,7,8
16981,8,8
14248,5,5
44162,1,2
29931,7,6
4263,8,8
48340,7,8
50611,1,1
7787,7,8
2958,1,4
12962,4,6
59032,7,7
13945,4,6
26196,8,8
56789,2,2
56454,8,8
3749,7,8
54134,6,6
33680,8,8
30735,8,8
14085,8,8
47386,3,2
52758,6,6
9068,8,8
21063,7,7
5599,6,2
26870,4,5
20523,6,2
8892,3,1
48291,7,4
30928,5,1
5036,8,8
46932,7,6
44989,7,6
11595,5,6
7466,7,6
32385,8,7
14990,6,7
12124,7,6
56012,2,1
54061,7,7
47558,7,8
33812,5,6
20951,2,3
4355,4,1
36078,7,1
53649,7,7
35934,1,2
11708,5,6
11000,8,8
3567,8,8
2171,8,8
11910,5,5
7414,8,7
47101,2,6
9755,6,7
43680,6,6
1912,1,1
22026,7,8
23617,5,1
3645,4,4
12465,5,5
31756,3,2
37376,7,8
35735,4,2
33162,8,8
55526,1,1
52286,6,7
40785,1,1
56166,5,6
48354,1,1
54716,8,8
13268,8,8
11938,6,8
45516,8,8
13743,3,5
2794,1,2
51965,4,7
16259,7,6
19894,5,2
58851,3,4
23035,8,8
21421,6,5
21132,8,8
40239,7,7
26825,2,2
22933,2,1
11980,5,2
51130,7,6
30975,7,6
50394,8,8
11342,1,2
17773,4,6
38731,7,8
47098,6,5
51314,5,6
44632,8,8
31488,5,1
16706,6,6
27150,8,8
11145,3,6
47801,1,1
55543,4,5
8805,8,8
16141,6,1
16503,8,4
55462,4,8
30858,8,8
28522,1,3
37227,8,8
18774,8,8
54424,5,6
49532,8,8
38487,1,1
56811,8,8
23582,3,6
661,4,5
17180,5,6
15189,6,7
37882,5,6
30436,5,6
12382,5,6
15848,8,6
435,3,2
17075,8,8
56838,4,7
23242,4,1
39670,1,2
17759,1,3
12991,8,5
57412,3,6
42816,7,6
25822,5,2
2912,8,8
58804,4,1
27105,3,5
45700,6,8
25673,8,8
53791,8,8
47782,4,6
46343,8,8
46104,6,7
44631,1,2
1252,5,6
14506,5,6
5093,8,8
37825,2,6
9174,1,1
28122,3,5
44990,8,7
45993,8,8
52678,8,8
31881,5,6
16897,3,3
21232,6,6
6848,3,3
54704,6,7
5087,8,6
35826,1,3
51000,8,8
57505,6,2
16685,8,8
724,5,1
6528,8,8
11919,1,2
43785,5,2
56302,8,7
34207,1,2
43930,6,8
10915,7,8
31976,1,2
33778,8,8
22807,7,8
34345,5,8
9484,6,1
6854,8,8
15236,7,8
26451,4,1
41501,1,1
45819,8,8
45233,7,8
37275,8,1
15682,7,8
1593,6,8
33596,7,8
4135,6,7
37352,6,8
36270,7,7
45741,7,8
37412,6,5
55035,8,8
11849,7,7
23636,7,7
48239,1,3
45170,6,6
41576,7,8
54955,8,7
35835,7,8
10013,6,8
32120,6,7
25942,8,6
7763,1,1
44824,7,8
31640,1,1
43218,3,5
46571,5,2
58879,8,8
4407,8,8
5490,7,6
48774,7,6
50100,8,8
33111,7,8
20394,8,6
14970,7,7
33167,8,8
24128,3,6
44021,4,6
24749,6,6
52755,3,6
26876,2,1
6980,5,6
48754,8,7
14275,8,8
24512,2,2
24240,8,8
5121,6,7
32253,3,2
29555,6,6
32820,7,7
50040,3,4
18897,2,6
26533,8,8
46854,4,6
47477,8,8
47280,1,5
33862,7,8
24574,1,3
3179,2,2
23950,7,8
1044,7,5
29007,3,2
44098,2,7
837,8,8
36397,5,8
29750,1,3
59192,8,8
41304,8,8
50325,5,5
42048,8,8
39506,8,8
11235,7,7
7247,1,2
13944,5,7
32953,6,6
50337,2,2
46357,1,1
45996,5,6
47411,3,2
16956,7,8
28410,1,1
7906,7,8
16944,8,6
40469,4,5
34751,1,1
20629,2,2
38905,7,8
46994,8,8
30702,6,6
3427,8,7
36792,8,6
24449,1,1
9603,3,5
37312,7,7
18477,7,8
47148,6,6
43297,7,8
46299,7,7
50564,8,8
55604,5,6
44714,5,5
32044,2,5
38882,7,8
39938,2,2
221,1,5
29824,8,7
27816,8,8
33682,1,1
17237,5,1
47940,6,7
24385,7,8
16271,2,2
56863,7,8
51236,1,3
20724,5,6
4448,8,8
40627,1,1
2592,8,8
22652,7,7
10551,1,2
46045,4,5
5782,8,8
5841,6,6
11753,6,8
3633,1,2
13643,8,8
49678,4,7
55795,8,2
6184,4,8
9004,3,1
51450,4,6
29029,2,4
17308,8,8
57629,8,8
35545,4,6
4188,7,8
20919,1,1
5925,5,2
51384,8,8
34464,5,1
6274,2,1
49292,7,6
41897,5,6
54199,7,8
3577,7,6
35576,6,7
54040,6,7
20243,1,2
34124,7,8
43651,8,2
30620,4,5
58015,7,8
7793,6,8
1665,8,8
21100,8,7
28132,2,7
2436,8,8
42216,8,8
59166,8,8
50130,6,8
56113,6,7
51856,8,8
15830,6,1
31252,4,6
50992,6,6
9575,8,8
7730,2,5
50270,1,2
51599,7,8
46488,8,7
26781,8,8
8037,8,8
29085,5,5
52443,3,5
3263,3,4
23096,6,2
21140,8,8
4014,1,2
21323,5,1
11742,8,7
28760,5,6
18695,7,2
9959,8,7
15187,7,8
12240,1,1
29095,7,7
45960,8,8
29500,8,6
2728,6,7
38232,4,5
24996,7,8
1069,8,2
7024,7,4
7834,8,8
10364,8,8
48514,6,5
41416,2,5
7126,1,1
5593,5,7
50797,2,5
56666,5,7
4721,7,5
58209,4,5
1561,7,7
2285,7,6
9158,3,4
4130,8,8
59044,8,8
52052,7,8
25566,3,2
39633,8,8
48936,4,8
36430,7,6
36086,6,1
34409,8,7
33626,3,5
50610,5,5
55780,8,8
12483,4,1
15533,1,5
45184,6,8
45774,4,2
17265,8,8
18805,6,6
42157,6,6
46400,1,2
43838,1,2
54090,8,8
13186,3,2
28408,8,8
35592,2,6
27223,8,8
40449,8,8
48176,7,8
22548,5,4
17989,4,6
9109,3,5
1755,7,6
48895,8,8
38973,3,6
45421,8,8
52352,8,8
42802,8,7
46241,8,6
33644,4,2
41000,6,8
29340,5,3
53854,8,8
17070,5,5
25801,7,8
7027,8,8
20190,7,8
18472,7,8
26242,8,8
45571,7,6
54000,6,8
23765,8,8
39745,7,7
17506,7,7
3393,6,6
28918,8,8
45131,7,5
21500,8,7
58835,8,2
13799,7,8
9679,5,8
5753,1,2
59107,7,8
44436,6,7
466,8,5
3492,8,8
14501,8,8
8329,7,7
53514,6,7
15073,2,4
19929,3,1
5145,5,7
35387,8,8
55184,7,8
22325,4,6
34221,8,8
9288,6,7
39479,7,6
48576,7,8
34458,2,2
13302,8,1
36935,2,2
44800,7,6
379,8,7
48305,1,1
30195,8,8
36542,8,8
7031,8,7
17098,5,5
6751,1,1
40986,8,7
27318,6,8
50798,5,7
21210,5,7
8190,8,8
25581,7,8
17120,8,8
25538,4,2
29031,8,8
27925,5,6
59016,3,2
11589,5,3
53413,7,6
19393,6,6
49613,6,8
31835,8,8
6003,8,8
1414,6,7
22837,8,6
35303,1,1
27667,3,1
57058,7,6
52367,6,1
20963,8,7
3941,3,6
838,3,2
1140,4,6
50090,6,6
51550,8,7
5474,7,6
37270,6,7
51583,6,6
12410,6,7
41941,2,5
48902,8,8
29738,5,6
42207,2,6
41609,7,5
35233,8,8
58166,7,6
38698,1,5
48750,5,7
25372,8,7
44588,5,8
7829,8,8
39958,8,8
43329,6,6
19202,5,7
45298,3,5
35961,2,1
54896,3,2
50634,6,6
34674,8,8
7108,7,8
40317,6,5
19297,4,1
6064,7,8
56063,5,6
26250,4,5
44078,3,1
1218,3,6
19858,6,8
16836,8,8
21894,5,6
6551,5,5
22154,8,8
22452,7,6
56303,7,7
39908,7,6
7880,4,4
9928,8,6
46847,8,8
57529,1,5
27879,1,1
28970,7,8
29633,8,1
32265,8,8
38943,5,6
4953,6,8
33832,6,7
17271,1,2
36711,8,8
49720,2,6
39320,7,7
14067,8,8
15740,8,8
28901,8,1
12662,7,8
20671,5,8
29493,6,6
10950,7,7
12017,2,6
2571,5,6
36404,5,6
30188,8,8
3517,8,8
27329,7,6
6206,7,8
27474,8,8
35296,4,1
30826,7,6
33289,8,8
7817,4,7
41003,7,6
6143,8,8
16435,3,7
1583,7,6
56522,8,6
47201,8,8
7070,7,5
17589,6,8
19721,7,7
49086,8,8
1259,8,8
45711,7,8
11846,8,8
5234,7,8
44724,1,6
28820,5,6
36407,8,8
30294,1,4
57131,8,8
353,5,8
12577,6,8
30377,5,5
35070,3,5
23742,5,6
17509,6,6
15202,2,1
41949,5,6
22909,5,6
40164,8,8
22236,6,8
15157,7,2
44820,8,8
57618,7,8
48519,2,2
13911,6,6
15491,5,6
12842,6,6
5500,6,6
30224,7,6
16559,6,7
49772,2,5
31745,7,8
16085,8,8
4214,7,6
12514,7,7
17958,7,6
54841,3,6
33058,8,8
10591,4,6
12794,5,6
156,8,8
56533,7,6
26656,5,8
28097,6,1
27737,8,8
23921,6,7
21689,3,6
7349,8,1
37958,2,6
14179,5,7
2499,6,8
18224,1,2
47630,3,8
6613,6,4
15768,5,6
19802,6,7
463,8,8
21321,7,8
54607,5,7
30846,1,2
14798,5,7
36157,5,6
16626,8,8
36236,6,6
17489,7,7
52832,1,2
7450,7,8
57105,7,5
4574,8,8
15868,7,8
15217,5,6
26082,8,8
17784,8,8
6599,1,1
54292,7,7
40229,6,8
38410,6,6
43013,2,5
38991,7,7
46114,1,2
35717,4,2
6785,6,1
42578,8,4
4006,8,8
42146,7,8
20732,1,2
55389,8,8
36199,7,8
28478,6,8
23444,6,1
57442,8,8
47140,4,1
45016,6,6
23434,6,6
20885,8,8
27596,8,8
6989,6,8
58143,1,1
41142,8,8
19131,5,7
42018,6,7
55453,4,1
2603,6,7
27545,7,8
828,8,8
45858,2,3
45802,8,5
28406,8,8
22743,4,2
9313,8,7
24506,4,4
16748,3,1
58422,7,7
33272,1,3
22568,8,7
17122,7,8
35847,8,1
19192,7,8
30064,6,6
51127,4,1
29264,6,6
13416,7,6
29681,5,5
47407,1,1
29180,6,1
20498,3,7
58936,5,8
38668,6,6
16178,8,8
46224,5,5
31429,8,8
57284,5,7
57473,4,5
16278,7,8
7161,8,8
10990,2,4
1946,1,2
30782,8,8
50342,4,6
12750,8,8
49484,3,4
8619,8,8
30934,8,8
57708,1,2
24372,8,8
16808,3,2
54203,1,1
14329,8,6
3793,8,7
23118,5,5
17934,4,6
43427,8,7
25863,6,7
47248,7,7
43195,8,8
12819,7,6
33981,6,2
39571,5,2
12883,1,2
19585,6,6
29632,5,5
48362,5,6
59132,2,3
28205,4,7
39943,8,8
47119,8,8
19458,1,3
5001,2,6
1707,7,6
9672,5,7
21475,4,6
24420,8,7
901,8,8
56048,8,8
8813,2,7
14094,4,1
40442,2,6
51574,8,8
11239,8,8
10000,5,4
41488,5,5
48065,1,2
4865,3,6
53874,8,8
4507,8,8
37064,1,3
39486,8,7
6449,8,8
22138,6,7
6972,8,8
49693,3,1
24239,2,3
39029,3,7
1550,8,7
37702,5,7
38081,1,1
43568,6,6
53941,4,7
11591,3,2
48996,6,1
13403,3,5
14229,2,3
56496,8,8
36999,8,8
55958,1,2
39387,8,2
296,8,8
4567,8,8
32416,4,6
19824,7,8
23606,5,5
17152,8,8
49597,8,8
10428,8,7
25773,7,6
56422,8,7
41399,7,7
45312,7,7
17830,8,8
5338,8,8
39569,6,8
50685,5,5
46534,8,4
11696,2,2
26204,1,2
19491,6,5
937,6,6
55217,1,2
38304,3,5
5152,7,6
32892,6,7
3598,6,6
29318,6,6
35852,8,8
39634,4,6
16457,6,8
26161,8,6
51068,6,6
14184,7,8
1331,7,7
5610,6,6
56616,6,5
6106,7,6
57707,8,8
8061,1,3
43291,5,5
46867,4,4
53815,1,4
1668,6,6
55476,8,8
15598,1,2
38642,7,7
22969,3,6
55437,8,8
11156,8,8
55033,8,8
9709,6,6
16446,6,7
47284,3,2
47757,8,8
26976,7,2
14680,4,6
4923,6,6
48206,6,6
17520,6,6
58119,2,2
28844,6,7
9691,8,7
14292,1,6
7996,1,4
18895,8,8
6504,8,8
49428,8,8
58930,1,2
18759,1,1
6436,7,7
23250,8,8
41850,8,8
5909,8,7
9112,1,3
56564,8,8
36491,6,6
43971,7,8
34936,8,7
47262,7,2
41597,7,8
18235,7,1
24501,6,8
348,5,8
50363,5,6
22232,5,6
20856,8,8
23297,1,1
16352,8,8
43873,7,6
28746,5,5
34662,8,7
14832,1,4
28857,8,8
55342,8,8
27128,4,7
55145,5,6
8321,6,1
45392,8,8
14612,1,2
16930,4,6
43367,1,1
50010,8,8
3015,4,1
56459,5,6
54873,7,6
18561,1,2
37402,6,8
55668,7,8
18169,5,8
15734,2,6
5691,7,8
41326,8,6
35080,7,1
0,8,8
55552,5,5
3105,8,8
55820,6,5
21099,5,6
7487,6,7
41776,7,8
2310,8,8
27407,2,6
35739,8,8
13024,2,5
41423,4,1
34051,2,6
57119,8,8
14162,8,8
41296,5,7
33949,5,7
6318,8,8
16402,8,7
45778,1,2
44910,8,8
33911,8,8
1057,5,6
5269,6,5
45888,8,8
50115,4,5
36177,5,1
43672,7,5
34734,8,7
8469,2,5
5352,4,6
19784,1,1
5138,6,6
1530,6,2
29388,8,8
27725,8,7
22296,6,6
18572,1,3
44744,8,8
679,7,6
31103,4,5
48780,4,5
34156,2,2
37684,3,2
24107,8,8
14105,7,8
58600,7,7
14225,8,8
45793,3,1
15867,8,8
38412,2,8
41827,7,8
22256,8,8
17020,7,5
24563,6,6
8159,3,4
14776,7,8
5116,2,1
10188,4,1
30383,7,8
25447,4,6
55044,7,8
51563,4,5
26017,6,8
14918,8,8
53777,6,6
17680,7,8
29250,1,2
31251,2,5
46295,1,1
24018,4,1
11530,8,8
16788,7,8
44700,8,8
17226,8,7
35846,7,7
45076,1,3
57201,8,6
40165,4,5
38540,3,6
34622,8,8
46327,2,1
58013,8,8
1943,8,7
38391,4,1
13462,5,6
40220,7,2
43363,8,8
11771,5,6
42384,7,6
46777,1,5
54643,4,2
54923,7,6
30650,8,6
39918,7,8
43492,2,2
1842,8,7
21021,8,6
18574,5,6
41264,8,8
52629,3,2
25420,8,8
16437,7,8
52594,7,7
46873,8,8
43243,1,1
